Date,Open,High,Low,Close,Adj Close,Volume
1989-10-04,2.46875,2.546875,2.4375,2.5,1.7905142307281494,20636000.0
1989-10-05,2.515625,2.625,2.5,2.578125,1.8464667797088623,6453600.0
1989-10-06,2.59375,2.625,2.546875,2.546875,1.8240858316421509,2755200.0
1989-10-09,2.546875,2.546875,2.5,2.546875,1.8240858316421509,1084000.0
1989-10-10,2.5625,2.5625,2.5,2.53125,1.8128961324691772,1493600.0
1989-10-11,2.5,2.515625,2.46875,2.515625,1.8017057180404663,1260000.0
1989-10-12,2.515625,2.546875,2.515625,2.53125,1.8128961324691772,602400.0
1989-10-13,2.53125,2.53125,2.46875,2.484375,1.779323697090149,3970400.0
1989-10-16,2.375,2.46875,2.375,2.46875,1.7681334018707275,3924800.0
1989-10-17,2.4375,2.5,2.4375,2.5,1.7905142307281494,1843200.0
1989-10-18,2.5,2.5625,2.484375,2.546875,1.8240858316421509,1128000.0
1989-10-19,2.53125,2.546875,2.53125,2.546875,1.8240858316421509,1040000.0
1989-10-20,2.53125,2.53125,2.515625,2.53125,1.8128961324691772,237600.0
1989-10-23,2.546875,2.5625,2.546875,2.546875,1.8240858316421509,87200.0
1989-10-24,2.546875,2.5625,2.53125,2.5625,1.8352773189544678,689600.0
1989-10-25,2.546875,2.578125,2.515625,2.546875,1.8240858316421509,608000.0
1989-10-26,2.546875,2.5625,2.546875,2.546875,1.8240858316421509,228800.0
1989-10-27,2.546875,2.546875,2.5,2.515625,1.8017057180404663,456000.0
1989-10-30,2.515625,2.515625,2.5,2.5,1.7905142307281494,250400.0
1989-10-31,2.5,2.515625,2.5,2.5,1.7905142307281494,424800.0
1989-11-01,2.515625,2.5625,2.515625,2.5625,1.8352773189544678,715200.0
1989-11-02,2.59375,2.640625,2.59375,2.640625,1.891230583190918,130400.0
1989-11-03,2.625,2.75,2.625,2.734375,1.9583743810653687,1118400.0
1989-11-06,2.71875,2.71875,2.578125,2.578125,1.8464667797088623,264800.0
1989-11-07,2.546875,2.6875,2.5,2.6875,1.9248028993606567,727200.0
1989-11-08,2.6875,2.71875,2.671875,2.71875,1.9471828937530518,236800.0
1989-11-09,2.71875,2.71875,2.6875,2.6875,1.9248028993606567,60800.0
1989-11-10,2.6875,2.6875,2.546875,2.5625,1.8352773189544678,210400.0
1989-11-13,2.5625,2.5625,2.515625,2.546875,1.8240858316421509,92800.0
1989-11-14,2.578125,2.578125,2.484375,2.53125,1.8128961324691772,428000.0
1989-11-15,2.546875,2.578125,2.53125,2.5625,1.8352773189544678,176000.0
1989-11-16,2.546875,2.59375,2.546875,2.59375,1.8576583862304688,301600.0
1989-11-17,2.59375,2.640625,2.59375,2.640625,1.891230583190918,249600.0
1989-11-20,2.65625,2.65625,2.609375,2.609375,1.8688490390777588,43200.0
1989-11-21,2.59375,2.671875,2.59375,2.671875,1.913610816001892,108800.0
1989-11-22,2.6875,2.75,2.6875,2.75,1.9695663452148438,255200.0
1989-11-24,2.78125,2.953125,2.78125,2.921875,2.092662811279297,572000.0
1989-11-27,2.90625,2.9375,2.859375,2.875,2.059091091156006,253600.0
1989-11-28,2.875,2.875,2.828125,2.828125,2.025519371032715,560000.0
1989-11-29,2.8125,2.8125,2.78125,2.796875,2.00313663482666,60800.0
1989-11-30,2.8125,2.90625,2.8125,2.890625,2.070281505584717,712800.0
1989-12-01,2.890625,2.953125,2.890625,2.90625,2.0814731121063232,356800.0
1989-12-04,2.9375,2.984375,2.875,2.984375,2.137425422668457,172000.0
1989-12-05,2.953125,2.984375,2.90625,2.90625,2.0814731121063232,93600.0
