Date,Open,High,Low,Close,Adj Close,Volume
1980-03-17,0.0,0.828125,0.78125,0.78125,0.4345504641532898,48000.0
1980-03-18,0.0,0.8125,0.765625,0.765625,0.42585986852645874,28800.0
1980-03-19,0.0,0.828125,0.78125,0.78125,0.4345504641532898,22400.0
1980-03-20,0.0,0.8125,0.765625,0.765625,0.42585986852645874,14400.0
1980-03-21,0.0,0.8125,0.765625,0.765625,0.42585986852645874,17600.0
1980-03-24,0.0,0.8125,0.765625,0.765625,0.42585986852645874,41600.0
1980-03-25,0.0,0.796875,0.75,0.75,0.41716861724853516,16000.0
1980-03-26,0.0,0.796875,0.75,0.75,0.41716861724853516,38400.0
1980-03-27,0.0,0.734375,0.6875,0.6875,0.382404625415802,65600.0
1980-03-28,0.0,0.75,0.703125,0.703125,0.39109566807746887,46400.0
1980-03-31,0.0,0.78125,0.734375,0.734375,0.4084775745868683,22400.0
1980-04-01,0.0,0.765625,0.71875,0.71875,0.3997865319252014,33600.0
1980-04-02,0.0,0.765625,0.71875,0.71875,0.3997865319252014,16000.0
1980-04-03,0.0,0.765625,0.71875,0.71875,0.3997865319252014,9600.0
1980-04-07,0.0,0.765625,0.71875,0.71875,0.3997865319252014,11200.0
1980-04-08,0.0,0.75,0.703125,0.703125,0.39109566807746887,72000.0
1980-04-09,0.0,0.78125,0.734375,0.734375,0.4084775745868683,27200.0
1980-04-10,0.0,0.828125,0.78125,0.78125,0.4345504641532898,115200.0
1980-04-11,0.0,0.84375,0.796875,0.796875,0.4432416558265686,83200.0
1980-04-14,0.0,0.828125,0.78125,0.78125,0.4345504641532898,38400.0
1980-04-15,0.0,0.8125,0.765625,0.765625,0.42585986852645874,94400.0
1980-04-16,0.0,0.8125,0.765625,0.765625,0.42585986852645874,51200.0
1980-04-17,0.0,0.8125,0.765625,0.765625,0.42585986852645874,46400.0
1980-04-18,0.0,0.8125,0.765625,0.765625,0.42585986852645874,64000.0
1980-04-21,0.0,0.8125,0.765625,0.765625,0.42585986852645874,36800.0
1980-04-22,0.0,0.828125,0.78125,0.78125,0.4345504641532898,12800.0
1980-04-23,0.0,0.8125,0.765625,0.765625,0.42585986852645874,20800.0
1980-04-24,0.0,0.8125,0.765625,0.765625,0.42585986852645874,3200.0
1980-04-25,0.0,0.796875,0.75,0.75,0.41716861724853516,62400.0
1980-04-28,0.0,0.828125,0.78125,0.78125,0.4345504641532898,27200.0
1980-04-29,0.0,0.8125,0.765625,0.765625,0.42585986852645874,60800.0
1980-04-30,0.0,0.8125,0.765625,0.765625,0.42585986852645874,60800.0
1980-05-01,0.0,0.796875,0.75,0.75,0.41716861724853516,32000.0
1980-05-02,0.0,0.78125,0.734375,0.734375,0.4084775745868683,32000.0
1980-05-05,0.0,0.78125,0.734375,0.734375,0.4084775745868683,44800.0
1980-05-06,0.0,0.765625,0.71875,0.71875,0.3997865319252014,8000.0
1980-05-07,0.0,0.84375,0.796875,0.796875,0.4432416558265686,192000.0
1980-05-08,0.0,0.84375,0.796875,0.796875,0.4432416558265686,83200.0
1980-05-09,0.0,0.84375,0.796875,0.796875,0.4432416558265686,30400.0
1980-05-12,0.0,0.84375,0.796875,0.796875,0.4432416558265686,14400.0
1980-05-13,0.0,0.859375,0.8125,0.8125,0.45193278789520264,16000.0
1980-05-14,0.0,0.859375,0.8125,0.8125,0.45193278789520264,91200.0
1980-05-15,0.0,0.859375,0.8125,0.8125,0.45193278789520264,52800.0
1980-05-16,0.0,0.859375,0.8125,0.8125,0.45193278789520264,35200.0
1980-05-19,0.0,0.84375,0.796875,0.796875,0.4432416558265686,32000.0
1980-05-20,0.0,0.84375,0.796875,0.796875,0.4432416558265686,20800.0
1980-05-21,0.0,0.84375,0.796875,0.796875,0.4432416558265686,28800.0
1980-05-22,0.0,0.84375,0.796875,0.796875,0.4432416558265686,344000.0
1980-05-23,0.0,0.84375,0.796875,0.796875,0.4432416558265686,28800.0
1980-05-27,0.0,0.859375,0.8125,0.8125,0.45193278789520264,43200.0
1980-05-28,0.0,0.859375,0.8125,0.8125,0.45193278789520264,49600.0
1980-05-29,0.0,0.84375,0.796875,0.796875,0.4432416558265686,25600.0
1980-05-30,0.0,0.84375,0.796875,0.796875,0.4432416558265686,11200.0
1980-06-02,0.0,0.84375,0.796875,0.796875,0.4432416558265686,25600.0
1980-06-03,0.0,0.859375,0.8125,0.8125,0.45193278789520264,96000.0
1980-06-04,0.0,0.875,0.828125,0.828125,0.46062350273132324,155200.0
1980-06-05,0.0,0.875,0.828125,0.828125,0.46062350273132324,32000.0
1980-06-06,0.0,0.859375,0.8125,0.8125,0.45193278789520264,49600.0
1980-06-09,0.0,0.859375,0.8125,0.8125,0.45193278789520264,41600.0
1980-06-10,0.0,0.859375,0.8125,0.8125,0.45193278789520264,11200.0
1980-06-11,0.0,0.875,0.828125,0.828125,0.46062350273132324,43200.0
1980-06-12,0.0,0.875,0.828125,0.828125,0.46062350273132324,59200.0
1980-06-13,0.0,0.875,0.828125,0.828125,0.46062350273132324,52800.0
1980-06-16,0.0,0.890625,0.84375,0.84375,0.46931496262550354,35200.0
1980-06-17,0.0,0.875,0.828125,0.828125,0.46062350273132324,49600.0
1980-06-18,0.0,0.875,0.828125,0.828125,0.46062350273132324,49600.0
1980-06-19,0.0,0.875,0.828125,0.828125,0.46062350273132324,36800.0
1980-06-20,0.0,0.875,0.828125,0.828125,0.46062350273132324,73600.0
1980-06-23,0.0,0.890625,0.84375,0.84375,0.46931496262550354,52800.0
1980-06-24,0.0,0.890625,0.84375,0.84375,0.46931496262550354,40000.0
1980-06-25,0.0,0.90625,0.859375,0.859375,0.47800564765930176,57600.0
1980-06-26,0.0,0.90625,0.859375,0.859375,0.47800564765930176,32000.0
1980-06-27,0.0,0.921875,0.875,0.875,0.48669663071632385,67200.0
1980-06-30,0.0,0.890625,0.84375,0.84375,0.46931496262550354,150400.0
1980-07-01,0.0,0.90625,0.859375,0.859375,0.47800564765930176,44800.0
1980-07-02,0.0,0.921875,0.875,0.875,0.48669663071632385,30400.0
1980-07-03,0.0,0.921875,0.875,0.875,0.48669663071632385,32000.0
1980-07-07,0.0,0.890625,0.875,0.875,0.48669663071632385,32000.0
1980-07-08,0.0,0.90625,0.875,0.875,0.48669663071632385,12800.0
1980-07-09,0.0,0.890625,0.875,0.875,0.48669663071632385,16000.0
1980-07-10,0.0,0.875,0.84375,0.84375,0.46931496262550354,70400.0
1980-07-11,0.0,0.859375,0.84375,0.84375,0.46931496262550354,51200.0
1980-07-14,0.0,0.84375,0.828125,0.828125,0.46062350273132324,94400.0
1980-07-15,0.0,0.84375,0.828125,0.828125,0.46062350273132324,88000.0
1980-07-16,0.0,0.859375,0.828125,0.828125,0.46062350273132324,78400.0
1980-07-17,0.0,0.9375,0.90625,0.90625,0.5040789246559143,164800.0
1980-07-18,0.0,0.96875,0.9375,0.9375,0.5214609503746033,83200.0
1980-07-21,0.0,0.953125,0.9375,0.9375,0.5214609503746033,192000.0
1980-07-22,0.0,0.9375,0.921875,0.921875,0.5127697587013245,73600.0
1980-07-23,0.0,1.0625,1.03125,1.03125,0.5736069083213806,132800.0
1980-07-24,0.0,1.015625,0.984375,0.984375,0.5475339889526367,243200.0
1980-07-25,0.0,0.984375,0.953125,0.953125,0.5301520228385925,44800.0
1980-07-28,0.0,0.9375,0.921875,0.921875,0.5127697587013245,144000.0
1980-07-29,0.0,1.0234379768371582,1.0,1.0,0.5562250018119812,332800.0
1980-07-30,0.0,1.015625,1.0,1.0,0.5562250018119812,89600.0
1980-07-31,0.0,1.015625,0.984375,0.984375,0.5475339889526367,67200.0
1980-08-01,0.0,0.984375,0.953125,0.953125,0.5301520228385925,27200.0
1980-08-04,0.0,0.984375,0.96875,0.96875,0.5388427376747131,92800.0
1980-08-05,0.0,0.984375,0.96875,0.96875,0.5388427376747131,44800.0
1980-08-06,0.0,1.046875,1.03125,1.03125,0.5736069083213806,144000.0
1980-08-07,1.03125,1.03125,1.03125,1.03125,0.5736069083213806,0.0
1980-08-08,0.0,1.046875,1.0,1.0,0.5562250018119812,38400.0
1980-08-11,0.0,1.046875,1.0,1.0,0.5562250018119812,51200.0
1980-08-12,0.0,1.125,1.078125,1.078125,0.5996800065040588,569600.0
1980-08-13,0.0,1.171875,1.125,1.125,0.6257531642913818,598400.0
1980-08-14,0.0,1.15625,1.125,1.125,0.6257531642913818,224000.0
1980-08-15,0.0,1.140625,1.09375,1.09375,0.6083710789680481,43200.0
1980-08-18,0.0,1.109375,1.0625,1.0625,0.5909892320632935,65600.0
1980-08-19,0.0,1.078125,1.03125,1.03125,0.5736069083213806,124800.0
1980-08-20,0.0,1.0625,1.015625,1.015625,0.5649157166481018,260800.0
1980-08-21,0.0,1.046875,1.03125,1.03125,0.5736069083213806,321600.0
1980-08-22,0.0,1.078125,1.0625,1.0625,0.5909892320632935,777600.0
1980-08-25,0.0,1.09375,1.078125,1.078125,0.5996800065040588,297600.0
1980-08-26,0.0,1.15625,1.125,1.125,0.6257531642913818,784000.0
1980-08-27,0.0,1.15625,1.125,1.125,0.6257531642913818,320000.0
1980-08-28,0.0,1.140625,1.125,1.125,0.6257531642913818,492800.0
1980-08-29,0.0,1.15625,1.125,1.125,0.6257531642913818,177600.0
1980-09-02,0.0,1.203125,1.1875,1.1875,0.6605174541473389,329600.0
1980-09-03,0.0,1.25,1.234375,1.234375,0.6865902543067932,672000.0
1980-09-04,0.0,1.21875,1.203125,1.203125,0.6692082285881042,604800.0
1980-09-05,0.0,1.234375,1.203125,1.203125,0.6692082285881042,180800.0
1980-09-08,0.0,1.21875,1.1875,1.1875,0.6605174541473389,164800.0
1980-09-09,0.0,1.203125,1.171875,1.171875,0.6518261432647705,84800.0
1980-09-10,0.0,1.265625,1.234375,1.234375,0.6865902543067932,475200.0
1980-09-11,0.0,1.3125,1.28125,1.28125,0.7126626372337341,579200.0
1980-09-12,0.0,1.3125,1.28125,1.28125,0.7126626372337341,425600.0
1980-09-15,0.0,1.296875,1.265625,1.265625,0.7039724588394165,262400.0
