Date,Open,High,Low,Close,Adj Close,Volume
1994-02-17,25.5,25.875,24.5,24.625,16.599735260009766,4478600.0
1994-02-18,24.75,25.0,24.25,24.625,16.599735260009766,777900.0
1994-02-22,24.25,24.5,24.0,24.375,16.43120765686035,361900.0
1994-02-23,24.375,24.5,23.25,23.25,15.672844886779785,284500.0
1994-02-24,23.125,23.25,22.75,23.0,15.504321098327637,494600.0
1994-02-25,23.0,23.875,23.0,23.75,16.009899139404297,102000.0
1994-02-28,23.875,24.0,23.75,23.875,16.09415626525879,115200.0
1994-03-01,23.75,24.0,23.125,23.25,15.672844886779785,246600.0
1994-03-02,22.75,22.875,22.625,22.75,15.335794448852539,355900.0
1994-03-03,22.75,23.0,22.75,22.875,15.420053482055664,51500.0
1994-03-04,23.0,23.375,22.75,23.125,15.588576316833496,145500.0
1994-03-07,23.125,23.25,23.0,23.0,15.504321098327637,102200.0
1994-03-08,23.0,23.125,22.875,23.0,15.504321098327637,34700.0
1994-03-09,23.125,23.125,22.875,22.875,15.420053482055664,101100.0
1994-03-10,22.875,23.0,22.125,22.25,14.998747825622559,220400.0
1994-03-11,22.125,22.375,22.0,22.375,15.083008766174316,42100.0
1994-03-14,22.25,22.5,22.125,22.25,14.998747825622559,11900.0
1994-03-15,22.75,23.0,22.5,22.75,15.335794448852539,128500.0
1994-03-16,22.75,22.875,22.5,22.75,15.335794448852539,93800.0
1994-03-17,22.875,22.875,22.5,22.625,15.251537322998047,43700.0
1994-03-18,22.5,22.875,22.5,22.875,15.420053482055664,125000.0
1994-03-21,22.75,23.125,22.75,23.125,15.588576316833496,81100.0
1994-03-22,23.0,23.625,23.0,23.5,15.841364860534668,91800.0
1994-03-23,24.25,24.875,24.25,24.25,16.346942901611328,332700.0
1994-03-24,24.375,24.375,24.0,24.0,16.178417205810547,113300.0
1994-03-25,24.0,24.25,24.0,24.0,16.178417205810547,54700.0
1994-03-28,24.25,24.25,23.75,24.0,16.178417205810547,67900.0
1994-03-29,23.875,24.0,22.5,22.5,15.16726303100586,174400.0
1994-03-30,22.25,22.25,22.0,22.125,14.91447639465332,198000.0
1994-03-31,22.25,22.375,21.5,22.0,14.83022403717041,201000.0
1994-04-04,21.625,21.625,21.0,21.5,14.493165969848633,206600.0
1994-04-05,21.5,22.75,21.5,22.75,15.335794448852539,40500.0
1994-04-06,22.75,22.875,22.5,22.875,15.420053482055664,31700.0
1994-04-07,22.875,22.875,22.625,22.875,15.420053482055664,14500.0
1994-04-08,22.875,22.875,22.125,22.5,15.16726303100586,29900.0
1994-04-11,22.75,22.75,22.25,22.625,15.251537322998047,28900.0
1994-04-12,22.5,22.5,22.0,22.125,14.91447639465332,56200.0
1994-04-13,22.25,22.375,21.25,21.75,14.66169261932373,48100.0
1994-04-14,21.5,21.5,21.25,21.375,14.40890121459961,81800.0
1994-04-15,21.375,21.375,21.25,21.375,14.40890121459961,23400.0
1994-04-18,21.375,21.375,20.5,20.5,13.819069862365723,119100.0
1994-04-19,20.5,20.5,20.0,20.125,13.566280364990234,23100.0
1994-04-20,20.125,20.125,19.5,19.75,13.313493728637695,72900.0
1994-04-21,19.625,19.875,19.5,19.75,13.313493728637695,67100.0
1994-04-22,19.5,19.75,19.5,19.75,13.313493728637695,8000.0
1994-04-25,19.5,19.625,18.25,19.625,13.229229927062988,130900.0
1994-04-26,19.625,21.0,19.625,20.75,13.987592697143555,172800.0
1994-04-28,21.0,21.125,20.75,20.875,14.071859359741211,73900.0
1994-04-29,21.0,23.0,21.0,23.0,15.504321098327637,166100.0
1994-05-02,22.75,23.75,22.625,23.75,16.009899139404297,87800.0
1994-05-03,23.5,23.75,23.25,23.375,15.757104873657227,55000.0
1994-05-04,23.5,24.0,23.375,23.5,15.841364860534668,81500.0
1994-05-05,23.25,23.5,23.25,23.375,15.757104873657227,14200.0
1994-05-06,23.125,23.25,22.375,22.5,15.16726303100586,67900.0
1994-05-09,22.25,22.5,21.75,22.0,14.83022403717041,65200.0
1994-05-10,22.0,22.0,21.75,21.875,14.745954513549805,18000.0
1994-05-11,21.875,21.875,21.375,21.375,14.40890121459961,24200.0
1994-05-12,21.5,21.5,21.25,21.25,14.324644088745117,18400.0
1994-05-13,21.25,21.25,20.875,20.875,14.071859359741211,68700.0
1994-05-16,20.75,20.75,20.0,20.125,13.566280364990234,13800.0
1994-05-17,20.125,20.125,19.875,19.875,13.397754669189453,18300.0
1994-05-18,19.875,19.875,19.5,19.75,13.313493728637695,40900.0
1994-05-19,19.5,19.625,18.0,19.0,12.80791187286377,772400.0
1994-05-20,18.875,20.0,18.875,19.875,13.397754669189453,58400.0
1994-05-23,20.0,20.25,20.0,20.125,13.566280364990234,12600.0
1994-05-24,20.25,20.25,19.875,20.0,13.482020378112793,92000.0
1994-05-25,19.75,20.0,19.75,20.0,13.482020378112793,36600.0
1994-05-26,20.125,20.25,20.125,20.25,13.650538444519043,3700.0
1994-05-27,20.25,20.25,19.625,19.75,13.313493728637695,15800.0
